# 词语表 · 课本用到的那部分（词 + 拼音）
#
# 原表取自汉语拼音辞典 https://github.com/mapull/chinese-dictionary
# （经 https://github.com/zispace/hanzi-words 整理），三十多万条，太大不入库。
# 这里只留在五本课本里真出现过的，别的用不上。
#
# 原表有错（「一不做，二不休」注成 yī bū zuò），所以只作词的边界用，
# 注音一律和 pypinyin 交叉验证，两边一致才收；课本自己注过音的以课本为准。
吴楚	wú chǔ
吴王	wú wáng
吴调	wú diào
吴质	wú zhì
吴起	wú qǐ
吴越	wú yuè
吴都	wú dōu
吵吵	chǎo chǎo
吵吵嚷嚷	chǎo chǎo rāng rāng
吵嚷	chǎo rǎng
吵架	chǎo jià
吸取	xī qǔ
吸吮	xī shǔn
吸引	xī yǐn
吸收	xī shōu
吸盘	xī pán
吸铁石	xī tiě shí
吸附	xī fù
吹奏	chuī zòu
吹风	chuī fēng
吻合	wěn hé
吼叫	hǒu jiào
吾家	wú jiā
吾属	wú shǔ
吾爱	wú ài
吾生	wú shēng
吾祖	wú zǔ
吾辈	wú bèi
吾道	wú dào
呀呀	yā yā
呆子	dāi zi
呈报	chéng bào
呈献	chéng xiàn
呈现	chéng xiàn
告别	gào bié
告发	gào fā
告奋勇	gào fèn yǒng
告庙	gào miào
告引	gào yǐn
告急	gào jí
告文	gào wén
告知	gào zhī
告示	gào shì
告终	gào zhōng
告诉	gào sù
告诫	gào jiè
告辞	gào cí
呐喊	nà hǎn
呕哑	ōu yā
员外	yuán wài
员工	yuán gōng
员领	yuán lǐng
呜呜	wū wū
呜呼	wū hū
呜咽	wū yè
呢喃	ní nán
呦呦	yōu yōu
周公	zhōu gōng
周公吐哺	zhōu gōng tǔ bǔ
周公馆	zhōu gōng guǎn
周刊	zhōu kān
周到	zhōu dào
周南	zhōu nán
周原	zhōu yuán
周回	zhōu huí
周围	zhōu wéi
周室	zhōu shì
周容	zhōu róng
周密	zhōu mì
周岁	zhōu suì
周年	zhōu nián
周径	zhōu jìng
周报	zhōu bào
周旋	zhōu xuán
周易	zhōu yì
周期	zhōu qī
周末	zhōu mò
周正	zhōu zhēng
周武	zhōu wǔ
周武王	zhōu wǔ wáng
周济	zhōu jì
周游	zhōu yóu
周瑜	zhōu yú
周至	zhōu zhì
周详	zhōu xiáng
周身	zhōu shēn
周边	zhōu biān
周遭	zhōu zāo
周邦	zhōu bāng
周髀	zhōu bì
呱呱	gū gū
呱呱坠地	gū gū zhuì dì
呱呱而泣	gū gū ér qì
味道	wèi dào
呵护	hē hù
呵欠	hē qiàn
呻吟	shēn yín
呼号	hū háo
呼吁	hū yù
呼吸	hū xī
呼哧	hū chī
呼唤	hū huàn
呼啸	hū xiào
呼喊	hū hǎn
呼声	hū shēng
呼天抢地	hū tiān qiāng dì
呼应	hū yìng
命中	mìng zhòng
命乐	mìng lè
命书	mìng shū
命事	mìng shì
命令	mìng lìng
命使	mìng shǐ
命历	mìng lì
命名	mìng míng
命官	mìng guān
命定	mìng dìng
命家	mìng jiā
命工	mìng gōng
命干	mìng gàn
命志	mìng zhì
命意	mìng yì
命故	mìng gù
命期	mìng qī
命民	mìng mín
命理	mìng lǐ
命相	mìng xiāng
命篇	mìng piān
命节	mìng jié
命路	mìng lù
命运	mìng yùn
命酒	mìng jiǔ
命题	mìng tí
咀嚼	jǔ jué
咂嘴	zā zuǐ
咂摸	zā mō
咄咄	duō duō
咄咄怪事	duō duō guài shì
咄咄逼人	duō duō bī rén
咆哮	páo xiāo
咋呼	zhā hū
和一	hé yī
和上	hé shàng
和乐	hé lè
和事	hé shì
和亲	hé qīn
和人	hé rén
和从	hé cóng
和令	hé lìng
和价	hé jià
和凤	hé fèng
和协	hé xié
和南	hé nán
和友	hé yǒu
和叶	hé yè
和同	hé tóng
和味	hé wèi
和和	hé hé
和和气气	hé hé qì qì
和善	hé shàn
和喜	hé xǐ
和国	hé guó
和声	hé shēng
和好	hé hǎo
和婉	hé wǎn
和宁	hé níng
和安	hé ān
和容	hé róng
和尚	hé shàng
和展	hé zhǎn
和山	hé shān
和布	hé bù
和平	hé píng
和应	hé yīng
和弄	huò nòng
和弦	hé xián
和德	hé dé
和心	hé xīn
和恒	hé héng
和悦	hé yuè
和成	hé chéng
和扁	hé biǎn
和敏	hé mǐn
和数	hé shù
和文	hé wén
和时	hé shí
和易	hé yì
和景	hé jǐng
和暖	hé nuǎn
和曲	hé qū
和服	hé fú
和木	hé mù
和杂	hé zá
和柔	hé róu
和栗	hé lì
和正	hé zhèng
和比	hé bǐ
和氏	hé shì
和民	hé mín
和气	hé qì
和治	hé zhì
和泉	hé quán
和泰	hé tài
和清	hé qīng
和爱	hé ài
和物	hé wù
和理	hé lǐ
和用	hé yòng
和畅	hé chàng
和礼	hé lǐ
和神	hé shén
和离	hé lí
和章	hé zhāng
和缓	hé huǎn
和美	hé měi
和而不同	hé ér bù tóng
和节	hé jié
和药	huò yào
和蔼	hé ǎi
和蔼可亲	hé ǎi kě qīn
和融	hé róng
和表	hé biǎo
和解	hé jiě
和议	hé yì
和诗	hè shī
和语	hé yǔ
和说	hé shuō
和调	hé diào
和谋	hé móu
和谐	hé xié
和谦	hé qiān
和软	hé ruǎn
和辩	hé biàn
和通	hé tōng
和邻	hé lín
和酒	hé jiǔ
和钟	hé zhōng
和门	hé mén
和陆	hé lù
和随	hé suí
和难	hé nán
和雇	hé gù
和雨	hé yǔ
和音	hé yīn
和顾	hé gù
和颜悦色	hé yán yuè sè
和风	hé fēng
和鼓	hé gǔ
和齐	hé qí
咎言	jiù yán
咏叹	yǒng tàn
咏唱	yǒng chàng
咏歌	yǒng gē
咒语	zhòu yǔ
咒骂	zhòu mà
咔嚓	kā chā
咕嘟	gū dū
咖啡	kā fēi
咨嗟	zī jiē
咨询	zī xún
咬啮	yǎo niè
咬嚼	yǎo jué
咬字	yǎo zì
咯咯	gē gē
咯噔	gē dēng
咱们	zán men
咳嗽	ké sòu
咸味	xián wèi
咸菜	xián cài
咸阳	xián yáng
哀乐	āi yuè
哀伤	āi shāng
哀切	āi qiè
哀叹	āi tàn
哀怜	āi lián
哀思	āi sī
哀怨	āi yuàn
哀悼	āi dào
哀痛	āi tòng
哀而不伤	āi ér bù shāng
哀郢	āi yǐng
哀鸣	āi míng
品从	pǐn cóng
品位	pǐn wèi
品体	pǐn tǐ
品名	pǐn míng
品味	pǐn wèi
品尝	pǐn cháng
品德	pǐn dé
品极	pǐn jí
品格	pǐn gé
品种	pǐn zhǒng
品类	pǐn lèi
品级	pǐn jí
品节	pǐn jié
品行	pǐn xíng
品评	pǐn píng
品读	pǐn dú
品质	pǐn zhì
品赏	pǐn shǎng
品选	pǐn xuǎn
哄哄	hǒng hǒng
哄骗	hǒng piàn
哆嗦	duō suo
哇哇	wā wā
哈哈	hā hā
哈瓦那	hā wǎ nà
哈达	hǎ dá
响亮	xiǎng liàng
响动	xiǎng dòng
响声	xiǎng shēng
响头	xiǎng tóu
响应	xiǎng yìng
哎呀	āi yā
哎哟	āi yō
哐啷	kuāng lāng
哑剧	yǎ jù
哑声	yǎ shēng
哑巴	yǎ bā
哑沙沙	yǎ shā shā
哔叽	bì jī
哗众取宠	huá zhòng qǔ chǒng
哝哝	nóng nóng
哥儿	gē ér
哥儿们	gē er men
哥哥	gē gē
哨兵	shào bīng
哪个	něi gè
哪些	něi xiē
哪儿	nǎ ér
哪怕	nǎ pà
哪能	nǎ néng
哪里	nǎ lǐ
哭丧	kū sāng
哭丧棒	kū sāng bàng
哭哭啼啼	kū kū tí tí
哭泣	kū qì
哲人	zhé rén
哲学	zhé xué
哲思	zhé sī
哲理	zhé lǐ
哺乳	bǔ rǔ
哺乳动物	bǔ rǔ dòng wù
哺育	bǔ yù
哼唱	hēng chàng
哽咽	gěng yè
唇吻	chún wěn
唉唉	āi āi
唉声叹气	āi shēng tàn qì
唐人	táng rén
唐太宗	táng tài zōng
唐尧	táng yáo
唐玄宗	táng xuán zōng
唢呐	suǒ nà
唤取	huàn qǔ
唤醒	huàn xǐng
唧哝	jī nóng
唧唧	jī jī
唧唧哝哝	jī jī nóng nóng
售货员	shòu huò yuán
唯一	wéi yī
唯心	wéi xīn
唯心主义	wéi xīn zhǔ yì
唯心论	wéi xīn lùn
唯意志论	wéi yì zhì lùn
唯有	wéi yǒu
唯物主义	wéi wù zhǔ yì
唯物史观	wéi wù shǐ guān
唯物论	wéi wù lùn
唯独	wéi dú
唱戏	chàng xì
唱腔	chàng qiāng
唱词	chàng cí
唾弃	tuò qì
唾沫	tuò mò
唾骂	tuò mà
啄木	zhuó mù
啄木鸟	zhuó mù niǎo
啄食	zhuó shí
商业	shāng yè
商人	shāng rén
商会	shāng huì
商务	shāng wù
商号	shāng hào
商品	shāng pǐn
商女	shāng nǚ
商家	shāng jiā
商店	shāng diàn
商榷	shāng què
商洛	shāng luò
商议	shāng yì
商贾	shāng gǔ
商道	shāng dào
商量	shāng liáng
商鞅	shāng yāng
啤酒	pí jiǔ
啧啧	zé zé
啮雪	niè xuě
啰唆	luō suō
啰里啰唆	luō lǐ luō suō
啸歌	xiào gē
啼叫	tí jiào
啼哭	tí kū
啼唱	tí chàng
啼啼哭哭	tí tí kū kū
啼妆	tí zhuāng
啼泣	tí qì
啼血	tí xuè
啼鸣	tí míng
啾啾	jiū jiū
喂养	wèi yǎng
善书	shàn shū
善事	shàn shì
善于	shàn yú
善人	shàn rén
善人义士	shàn rén yì shì
善刀	shàn dāo
善刀而藏	shàn dāo ér cáng
善处	shàn chǔ
善女	shàn nǚ
善女人	shàn nǚ rén
善念	shàn niàn
善思	shàn sī
善意	shàn yì
善感	shàn gǎn
善才	shàn cái
善扑营	shàn pū yíng
善良	shàn liáng
善谏	shàn jiàn
善遇	shàn yù
善防	shàn fáng
善饭	shàn fàn
喇叭	lǎ bā
喉咙	hóu lóng
喊叫	hǎn jiào
喋喋	dié dié
喋血	dié xuè
喑哑	yīn yǎ
喘吁吁	chuǎn xū xū
喘息	chuǎn xī
喜事	xǐ shì
喜剧	xǐ jù
喜功	xǐ gōng
喜好	xǐ hào
喜庆	xǐ qìng
喜形于色	xǐ xíng yú sè
喜怒哀乐	xǐ nù āi lè
喜怒无常	xǐ nù wú cháng
喜悦	xǐ yuè
喜欢	xǐ huān
喜爱	xǐ ài
喜轿	xǐ jiào
喜酒	xǐ jiǔ
喜闻乐见	xǐ wén lè jiàn
喝水	hē shuǐ
喝道	hè dào
喝采	hè cǎi
喟然	kuì rán
喧嚣	xuān xiāo
喧天	xuān tiān
喧腾	xuān téng
喧豗	xuān huī
喧闹	xuān nào
喧阗	xuān tián
喳喳	zhā zhā
喷吐	pēn tǔ
喷薄	pēn bó
喻指	yù zhǐ
喽啰	lóu luō
嗓子	sǎng zi
嗓门	sǎng mén
嗔怨	chēn yuàn
嗖嗖	sōu sōu
嗜血	shì xuè
嗜血成性	shì xuè chéng xìng
嗟乎	jiē hū
嗟叹	jiē tàn
嗟夫	jiē fū
嗟怨	jiē yuàn
嗟悼	jiē dào
嗡嗡	wēng wēng
嗥叫	háo jiào
嘁喳	qī zhā
嘁嘁	qī qī
嘁嘁喳喳	qī qī zhā zhā
嘈嘈	cáo cáo
嘈嘈切切	cáo cáo qiē qiē
嘈杂	cáo zá
嘉名	jiā míng
嘉奖	jiā jiǎng
嘉宾	jiā bīn
嘉悦	jiā yuè
嘉树	jiā shù
嘉草	jiā cǎo
嘉靖	jiā jìng
嘎吱	gā zhī
嘟哝	dū nóng
嘟囔	dū nāng
嘱咐	zhǔ fù
嘲哳	zhāo zhā
嘲笑	cháo xiào
嘴唇	zuǐ chún
嘴尖	zuǐ jiān
嘴巴	zuǐ bā
嘴皮	zuǐ pí
嘴皮子	zuǐ pí zi
嘴笨	zuǐ bèn
嘴紧	zuǐ jǐn
嘴角	zuǐ jiǎo
嘶叫	sī jiào
嘶声	sī shēng
嘻嘻	xī xī
嘻笑	xī xiào
噌吰	cēng hóng
器具	qì jù
器官	qì guān
器物	qì wù
器皿	qì mǐn
器能	qì néng
器重	qì zhòng
噩梦	è mèng
噩耗	è hào
噫吁嚱	yī xū xì
嚷嚷	rāng rāng
嚷骂	rǎng mà
囊括	náng kuò
囊括四海	náng kuò sì hǎi
囚犯	qiú fàn
囚禁	qiú jìn
囚系	qiú xì
四下	sì xià
四下里	sì xià lǐ
四世	sì shì
四书	sì shū
四人	sì rén
四人帮	sì rén bāng
四位	sì wèi
四体	sì tǐ
四元	sì yuán
四公子	sì gōng zi
四出	sì chū
四分	sì fēn
四叔	sì shū
四句	sì jù
四史	sì shǐ
四合	sì hé
四合院	sì hé yuàn
四周	sì zhōu
四周围	sì zhōu wéi
四境	sì jìng
四壁	sì bì
四士	sì shì
四处	sì chù
四大家族	sì dà jiā zú
四天	sì tiān
四季	sì jì
四学	sì xué
四射	sì shè
四座	sì zuò
四弦	sì xián
四散	sì sàn
四方	sì fāng
四旁	sì páng
四时	sì shí
四时充美	si shi chong mei
四时八节	sì shí bā jié
四更	sì gèng
四海	sì hǎi
四目	sì mù
四端	sì duān
四等	sì děng
四维	sì wéi
四维空间	sì wéi kōng jiān
四老	sì lǎo
四肢	sì zhī
四脚	sì jiǎo
四脚朝天	sì jiǎo cháo tiān
四节	sì jié
四荒	sì huāng
四行	sì xíng
四角	sì jiǎo
四言	sì yán
四起	sì qǐ
四边	sì biān
四选	sì xuǎn
四邻	sì lín
四部	sì bù
四集	sì jí
四面	sì miàn
四面八方	sì miàn bā fāng
四顾	sì gù
四马	sì mǎ
回事	huí shì
回信	huí xìn
回击	huí jī
回却	huí què
回去	huí qù
回口	huí kǒu
回合	huí hé
回味	huí wèi
回和	huí hé
回声	huí shēng
回复	huí fù
回天	huí tiān
回头	huí tóu
回头人	huí tóu rén
回川	huí chuān
回应	huí yìng
回廊	huí láng
回归	huí guī
回忆	huí yì
回忆录	huí yì lù
回想	huí xiǎng
回手	huí shǒu
回报	huí bào
回敬	huí jìng
回数	huí shù
回旋	huí xuán
回日	huí rì
回望	huí wàng
回来	huí lái
回池	huí chí
回溯	huí sù
回火	huí huǒ
回灯	huí dēng
回环	huí huán
回答	huí dá
回绝	huí jué
回肠	huí cháng
回视	huí shì
回话	huí huà
回说	huí shuō
回身	huí shēn
回车	huí chē
回转	huí zhuǎn
回避	huí bì
回音	huí yīn
回顾	huí gù
回首	huí shǒu
因为	yīn wèi
因任	yīn rèn
因其固然	yin qi gu ran
因利乘便	yīn lì chéng biàn
因势利导	yīn shì lì dǎo
因地	yīn dì
因地制宜	yīn dì zhì yí
因循	yīn xún
因循守旧	yīn xún shǒu jiù
因提	yīn tí
因是	yīn shì
因果	yīn guǒ
因此	yīn cǐ
因素	yīn sù
因而	yīn ér
团体	tuán tǐ
团团	tuán tuán
团练	tuán liàn
团结	tuán jié
团结一致	tuán jié yī zhì
团聚	tuán jù
团队	tuán duì
囤积	tún jī
园地	yuán dì
园子	yuán zi
园家	yuán jiā
园林	yuán lín
园池	yuán chí
园田	yuán tián
困乏	kùn fá
困境	kùn jìng
困惑	kùn huò
困扰	kùn rǎo
困窘	kùn jiǒng
困苦	kùn kǔ
困难	kùn nán
困顿	kùn dùn
围剿	wéi jiǎo
围困	wéi kùn
围墙	wéi qiáng
围巾	wéi jīn
围攻	wéi gōng
围棋	wéi qí
围绕	wéi rào
围裙	wéi qún
围观	wéi guān
围追堵截	wéi zhuī dǔ jié
囷囷	qūn qūn
固体	gù tǐ
固守	gù shǒu
固定	gù dìng
固执	gù zhí
固有	gù yǒu
固沙	gù shā
固然	gù rán
国事	guó shì
国人	guó rén
国体	guó tǐ
国内	guó nèi
国别	guó bié
国剧	guó jù
国力	guó lì
国史	guó shǐ
国号	guó hào
国君	guó jūn
国土	guó tǔ
国境	guó jìng
国子监	guó zǐ jiàn
国学	guó xué
国家	guó jiā
国家多难	guó jiā duō nàn
国家大事	guó jiā dà shì
国家机关	guó jiā jī guān
国庆	guó qìng
国度	guó dù
国徽	guó huī
国情	guó qíng
国故	guó gù
国文	guó wén
国旗	guó qí
国是	guó shì
国有	guó yǒu
国本	guó běn
国民	guó mín
国民党	guó mín dǎng
国王	guó wáng
国破家亡	guó pò jiā wáng
国立	guó lì
国策	guó cè
国粹	guó cuì
国脉	guó mài
国营	guó yíng
国计民生	guó jì mín shēng
国语	guó yǔ
国货	guó huò
国道	guó dào
国都	guó dū
国防	guó fáng
国际	guó jì
国际主义	guó jì zhǔ yì
图书	tú shū
图书馆	tú shū guǎn
图像	tú xiàng
图南	tú nán
图子	tú zi
图形	tú xíng
图报	tú bào
图文	tú wén
图景	tú jǐng
图案	tú àn
图片	tú piàn
图版	tú bǎn
图画	tú huà
图表	tú biǎo
图议	tú yì
图谋	tú móu
囿于见闻	yòu yú jiàn wén
圆周	yuán zhōu
圆圈	yuán quān
圆明	yuán míng
圆明园	yuán míng yuán
圆月	yuán yuè
圆柱	yuán zhù
圆梦	yuán mèng
圆润	yuán rùn
圆满	yuán mǎn
圆熟	yuán shú
圆的	yuán de
圆规	yuán guī
圈圈	quān quān
圈子	quān zi
土中	tǔ zhōng
土人	tǔ rén
土化	tǔ huà
土匪	tǔ fěi
土地	tǔ dì
土地庙	tǔ dì miào
土地改革	tǔ dì gǎi gé
土地神	tǔ dì shén
土地革命	tǔ dì gé mìng
土场	tǔ chǎng
土块	tǔ kuài
土壤	tǔ rǎng
土头	tǔ tóu
土头土脑	tǔ tóu tǔ nǎo
土实	tǔ shí
土屋	tǔ wū
土布	tǔ bù
土平	tǔ píng
土改	tǔ gǎi
土星	tǔ xīng
土木	tǔ mù
土气	tǔ qì
土炕	tǔ kàng
土狗	tǔ gǒu
土社	tǔ shè
土语	tǔ yǔ
土谷	tǔ gǔ
土谷祠	tǔ gǔ cí
土豆	tǔ dòu
圣人	shèng rén
圣君	shèng jūn
圣地	shèng dì
圣心	shèng xīn
圣旨	shèng zhǐ
圣明	shèng míng
圣朝	shèng cháo
圣经	shèng jīng
圣诞	shèng dàn
圣贤	shèng xián
在三	zài sān
在上	zài shàng
在下	zài xià
在世	zài shì
在乎	zài hū
在事	zài shì
在于	zài yú
在任	zài rèn
在位	zài wèi
在先	zài xiān
在公	zài gōng
在内	zài nèi
在原	zài yuán
在后	zài hòu
在告	zài gào
在在	zài zài
在场	zài chǎng
在坐	zài zuò
在堂	zài táng
在处	zài chù
在天之灵	zài tiān zhī líng
在官	zài guān
在室	zài shì
在家	zài jiā
在座	zài zuò
在建	zài jiàn
在得	zài dé
在心	zài xīn
在意	zài yì
在所	zài suǒ
在所不惜	zài suǒ bù xī
在所不辞	zài suǒ bù cí
在教	zài jiào
在数	zài shù
在旗	zài qí
在日	zài rì
在早	zài zǎo
在朝	zài cháo
在理	zài lǐ
在生	zài shēng
在目	zài mù
在编	zài biān
在职	zài zhí
在草	zài cǎo
在读	zài dú
在道	zài dào
在野	zài yě
圭臬	guī niè
地一	dì yī
地上	dì shàng
地下	dì xià
地下室	dì xià shì
地东	dì dōng
地主	dì zhǔ
地事	dì shì
地代	dì dài
地位	dì wèi
地体	dì tǐ
地保	dì bǎo
地分	dì fēn
地利	dì lì
地制	dì zhì
地动	dì dòng
地势	dì shì
地区	dì qū
地听	dì tīng
地图	dì tú
地址	dì zhǐ
地坐	dì zuò
地坛	dì tán
地域	dì yù
地基	dì jī
地处	dì chǔ
地头	dì tóu
地委	dì wěi
地学	dì xué
地层	dì céng
地崩山摧	dì bēng shān cuī
地工	dì gōng
地带	dì dài
地平	dì píng
地平线	dì píng xiàn
地形	dì xíng
地心	dì xīn
地心说	dì xīn shuō
地支	dì zhī
地数	dì shù
地方	dì fāng
地方官	dì fāng guān
地方志	dì fāng zhì
地方戏	dì fāng xì
地方色彩	dì fāng sè cǎi
地望	dì wàng
地板	dì bǎn
地极	dì jí
地步	dì bù
地毯	dì tǎn
地炉	dì lú
地点	dì diǎn
地照	dì zhào
地狱	dì yù
地球	dì qiú
地理	dì lǐ
地理学	dì lǐ xué
地皇	dì huáng
地盘	dì pán
地磁	dì cí
地神	dì shén
地积	dì jī
地突	dì tū
地简	dì jiǎn
地经	dì jīng
地统	dì tǒng
地缘	dì yuán
地表	dì biǎo
地裂	dì liè
地记	dì jì
地质	dì zhì
地质学	dì zhì xué
地转	dì zhuǎn
地道	dì dào
地里	dì lǐ
地铁	dì tiě
地铺	dì pù
地阁	dì gé
地震	dì zhèn
地面	dì miàn
地黄	dì huáng
场合	chǎng hé
场地	chǎng dì
场子	chǎng zi
场所	chǎng suǒ
场景	chǎng jǐng
场面	chǎng miàn
均分	jūn fēn
均匀	jūn yún
均齐	jūn qí
坎坷	kǎn kě
坏东西	huài dōng xī
坏乱	huài luàn
坏事	huài shì
坏人	huài rén
坏处	huài chù
坏蛋	huài dàn
坏话	huài huà
坐上	zuò shàng
坐井	zuò jǐng
坐井观天	zuò jǐng guān tiān
坐具	zuò jù
坐化	zuò huà
坐卧	zuò wò
坐卧不安	zuò wò bù ān
坐地	zuò dì
坐定	zuò dìng
坐落	zuò luò
坐行	zuò xíng
坐谈	zuò tán
坐起	zuò qǐ
坐车	zuò chē
坐骑	zuò qí
块儿	kuài ér
块块	kuài kuài
块头	kuài tóu
块肉	kuài ròu
坚不可摧	jiān bù kě cuī
坚信	jiān xìn
坚决	jiān jué
坚固	jiān gù
坚如磐石	jiān rú pán shí
坚守	jiān shǒu
坚定	jiān dìng
坚定不移	jiān dìng bù yí
坚实	jiān shí
坚强	jiān qiáng
坚忍	jiān rěn
坚执	jiān zhí
坚执不从	jiān zhí bù cóng
坚持	jiān chí
坚毅	jiān yì
坚硬	jiān yìng
坚贞	jiān zhēn
坚韧	jiān rèn
坚韧不拔	jiān rèn bù bá
坛子	tán zi
坟墓	fén mù
坟茔	fén yíng
坠地	zhuì dì
坠落	zhuì luò
坡度	pō dù
坦克	tǎn kè
坦然	tǎn rán
坦率	tǎn shuài
坦白	tǎn bái
坦荡	tǎn dàng
坦诚	tǎn chéng
垂不朽	chuí bù xiǔ
垂丝	chuí sī
垂亡	chuí wáng
垂危	chuí wēi
垂头	chuí tóu
垂头丧气	chuí tóu sàng qì
垂帘	chuí lián
垂拱	chuí gǒng
垂条	chuí tiáo
垂死	chuí sǐ
垂涕	chuí tì
垂衣	chuí yī
垃圾	lā jī
垄断	lǒng duàn
垓下	gāi xià
垓下歌	gāi xià gē
垛子	duǒ zi
垝垣	guǐ yuán
垣墙	yuán qiáng
垫子	diàn zi
埃及	āi jí
埃土	āi tǔ
埋伏	mái fú
埋头	mái tóu
埋怨	mán yuàn
埋没	mái mò
埋葬	mái zàng
埋藏	mái cáng
城北徐公	chéng běi xǘ gōng
城堡	chéng bǎo
城墙	chéng qiáng
城市	chéng shì
城池	chéng chí
城管	chéng guǎn
城郊	chéng jiāo
城郭	chéng guō
城镇	chéng zhèn
埏埴	shān zhí
域中	yù zhōng
域内	yù nèi
培养	péi yǎng
培土	péi tǔ
培育	péi yù
基业	jī yè
基于	jī yú
基因	jī yīn
基因组	jī yīn zǔ
基地	jī dì
基层	jī céng
基本	jī běn
基本上	jī běn shàng
基本功	jī běn gōng
基本粒子	jī běn lì zi
基础	jī chǔ
基调	jī diào
基金	jī jīn
堂上	táng shàng
堂下	táng xià
堂倌	táng guān
堂前	táng qián
堂参	táng cān
堂堂	táng táng
堂对	táng duì
堂屋	táng wū
堆叠	duī dié
堆砌	duī qì
堆积	duī jī
堆笑	duī xiào
堕落	duò luò
堡子	bǔ zi
堪称	kān chēng
堵塞	dǔ sè
堵截	dǔ jié
塑像	sù xiàng
塑料	sù liào
塑造	sù zào
塞上	sāi shàng
塞翁失马	sài wēng shī mǎ
塞门	sài mén
填写	tián xiě
填塞	tián sāi
填满	tián mǎn
塾师	shú shī
境况	jìng kuàng
境地	jìng dì
境界	jìng jiè
境遇	jìng yù
墐户	jìn hù
墓园	mù yuán
墓地	mù dì
墓志	mù zhì
墓志铭	mù zhì míng
墙垣	qiáng yuán
墙壁	qiáng bì
墙头	qiáng tóu
墙板	qiáng bǎn
墙根	qiáng gēn
墙皮	qiáng pí
墙脚	qiáng jiǎo
墙角	qiáng jiǎo
墙隅	qiáng yú
墙面	qiáng miàn
增产	zēng chǎn
增删	zēng shān
增加	zēng jiā
增多	zēng duō
增大	zēng dà
增广	zēng guǎng
增强	zēng qiáng
增添	zēng tiān
增补	zēng bǔ
增进	zēng jìn
增长	zēng zhǎng
增高	zēng gāo
墟里	xū lǐ
墨子	mò zi
墨守	mò shǒu
墨守成法	mò shǒu chéng fǎ
墨客	mò kè
墨家	mò jiā
墨水	mò shuǐ
墨线	mò xiàn
墨者	mò zhě
墨鸭	mò yā
壁炉	bì lú
壁立	bì lì
壅蔽	yōng bì
壕沟	háo gōu
士人	shì rén
士兵	shì bīng
士卒	shì zú
士多	shì duō
士大夫	shì dà fū
士子	shì zi
士林	shì lín
士的	shì de
士臣	shì chén
壬人	rén rén
壮丽	zhuàng lì
壮举	zhuàng jǔ
壮伟	zhuàng wěi
壮士	zhuàng shì
壮大	zhuàng dà
壮实	zhuàng shí
壮年	zhuàng nián
壮志	zhuàng zhì
壮志难酬	zhuàng zhì nán chóu
壮烈	zhuàng liè
壮美	zhuàng měi
壮观	zhuàng guān
壮阔	zhuàng kuò
声传	shēng chuán
声儿	shēng ér
声势	shēng shì
声名	shēng míng
声名狼藉	shēng míng láng jí
声呼	shēng hū
声咳	shēng ké
声响	shēng xiǎng
声地	shēng dì
声声慢	shēng shēng màn
声如洪钟	shēng rú hóng zhōng
声屈	shēng qū
声带	shēng dài
声息	shēng xī
声明	shēng míng
声气	shēng qì
声气相通	shēng qì xiāng tōng
声波	shēng bō
声浪	shēng làng
声称	shēng chēng
声色	shēng sè
声讨	shēng tǎo
声词	shēng cí
声说	shēng shuō
声调	shēng diào
声部	shēng bù
声问	shēng wèn
声音	shēng yīn
声韵	shēng yùn
声驰	shēng chí
壹是	yī shì
处世	chǔ shì
处事	chǔ shì
处于	chǔ yú
处决	chǔ jué
处分	chǔ fèn
处境	chǔ jìng
处处	chǔ chù
处所	chù suǒ
处方	chǔ fāng
处死	chǔ sǐ
处理	chǔ lǐ
处罚	chǔ fá
处置	chǔ zhì
备办	bèi bàn
备尝	bèi cháng
备战	bèi zhàn
备极	bèi jí
备灾	bèi zāi
备用	bèi yòng
备置	bèi zhì
备考	bèi kǎo
备说	bèi shuō
复仇	fù chóu
复兴	fù xīng
复出	fù chū
复制	fù zhì
复印	fù yìn
复原	fù yuán
复发	fù fā
复合	fù hé
复姓	fù xìng
复工	fù gōng
复归	fù guī
复数	fù shù
复方	fù fāng
复旧	fù jiù
复明	fù míng
复杂	fù zá
复活	fù huó
复生	fù shēng
复苏	fù sū
复辟	fù bì
复返	fù fǎn
复述	fù shù
复音	fù yīn
复音词	fù yīn cí
夏侯	xià hóu
夏南	xià nán
夏天	xià tiān
夏季	xià jì
夏收	xià shōu
夏日	xià rì
夏至	xià zhì
夏虫	xià chóng
夏衍	xià yǎn
夕死	xī sǐ
夕阳	xī yáng
外乡	wài xiāng
外交	wài jiāo
外交辞令	wài jiāo cí lìng
外人	wài rén
外像	wài xiàng
外出	wài chū
外勤	wài qín
外包	wài bāo
外厩	wài jiù
外号	wài hào
外向	wài xiàng
外因	wài yīn
外围	wài wéi
外国	wài guó
外国语	wài guó yǔ
外地	wài dì
外场	wài chǎng
外壳	wài ké
外头	wài tou
外头人	wài tou rén
外套	wài tào
外延	wài yán
外弟	wài dì
外形	wài xíng
外敌	wài dí
外来	wài lái
外来词	wài lái cí
外来语	wài lái yǔ
外欲	wài yù
外水	wài shuǐ
外洋	wài yáng
外流	wài liú
外海	wài hǎi
外物	wài wù
外生	wài shēng
外界	wài jiè
外相	wài xiāng
外省	wài shěng
外科	wài kē
外行	wài háng
外衣	wài yī
外表	wài biǎo
外设	wài shè
